audit_group,bucket,method,l2_key,scene_frame,l2_item,family,question_index,question_id,question,answer,predicted,image_path,auto_valid_failure,auto_issue_type,auto_confidence,auto_notes,manual_valid_failure,manual_issue_type,manual_notes
shared_l2_023,shared_l2_advtest,advtest,scene-0092_frame39::barrier33|barrier24|barrier43,scene-0092_frame39,barrier33|barrier24|barrier43,converge,377,37,"What barrier is positioned to the back of barrier11 and also to the back of barrier37, and to the back of barrier43, and to the front of barrier33?",barrier24,"A barrier is positioned to the back of barrier11 and also to the back of barrier37, and to the back of barrier43, and to the front of barrier33.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_023,shared_l2_random,random,scene-0092_frame39::barrier33|barrier24|barrier43,scene-0092_frame39,barrier33|barrier24|barrier43,converge,362,37,"What barrier is positioned to the back of barrier11 and also to the back of barrier37, and to the back of barrier43, and to the front of barrier33?",barrier24,"A barrier is positioned to the back of barrier11 and also to the back of barrier37, and to the back of barrier43, and to the front of barrier33.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_024,shared_l2_advtest,advtest,scene-0036_frame17::barrier3|barrier28|pedestrian8,scene-0036_frame17,barrier3|barrier28|pedestrian8,converge,221,57,"What barrier is to the front of barrier3 and to the back right of pedestrian8, and to the front right of ego, and to the front of barrier25?",barrier28,"The barrier in front of barrier3, to the back right of pedestrian8, and to the front right of ego is a traffic barrier.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_024,shared_l2_random,random,scene-0036_frame17::barrier3|barrier28|pedestrian8,scene-0036_frame17,barrier3|barrier28|pedestrian8,converge,242,57,"What barrier is to the front of barrier3 and to the back right of pedestrian8, and to the front right of ego, and to the front of barrier25?",barrier28,"The barrier in front of barrier3, to the back right of pedestrian8, and to the front right of ego is a traffic barrier.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_025,shared_l2_advtest,advtest,scene-0018_frame39::pedestrian4|barrier8|pedestrian8,scene-0018_frame39,pedestrian4|barrier8|pedestrian8,converge,68,70,"What barrier is positioned to the front right of ego and also to the front right of pedestrian8, and to the back of pedestrian4?",barrier8,"A metal fence is positioned to the front right of ego and also to the front right of pedestrian8, and to the back of pedestrian4.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_025,shared_l2_random,random,scene-0018_frame39::pedestrian4|barrier8|pedestrian8,scene-0018_frame39,pedestrian4|barrier8|pedestrian8,converge,73,70,"What barrier is positioned to the front right of ego and also to the front right of pedestrian8, and to the back of pedestrian4?",barrier8,"A metal fence is positioned to the front right of ego and also to the front right of pedestrian8, and to the back of pedestrian4.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_026,shared_l2_advtest,advtest,scene-0036_frame19::barrier10|barrier12|barrier17,scene-0036_frame19,barrier10|barrier12|barrier17,converge,265,75,"Identify the barrier located to the front of barrier10 and to the front of truck1, and to the back left of barrier17, and to the front of ego.",barrier12,"The barrier is located to the front of barrier10 and to the front of truck1, and to the back left of barrier17, and to the front of ego.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame19_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_026,shared_l2_random,random,scene-0036_frame19::barrier10|barrier12|barrier17,scene-0036_frame19,barrier10|barrier12|barrier17,converge,267,75,"Identify the barrier located to the front of barrier10 and to the front of truck1, and to the back left of barrier17, and to the front of ego.",barrier12,"The barrier is located to the front of barrier10 and to the front of truck1, and to the back left of barrier17, and to the front of ego.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame19_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_027,shared_l2_advtest,advtest,scene-0104_frame20::car1|car6|car4,scene-0104_frame20,car1|car6|car4,converge,915,94,"Identify the car located to the back of car4 and to the back of motorcycle1, and to the back right of car1, and to the back of pedestrian7.",car6,"The car is located to the back of car4 and to the back of motorcycle1, and to the back right of car1, and to the back of pedestrian7.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_027,shared_l2_random,random,scene-0104_frame20::car1|car6|car4,scene-0104_frame20,car1|car6|car4,converge,949,130,"Which car can be found to the back of car4 and to the back right of pedestrian3, and to the back right of car1, and to the back of pedestrian7?",car6,"The car that can be found to the back of car4 and to the back right of pedestrian3, and to the back right of car1, and to the back of pedestrian7 is car2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame20_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_028,shared_l2_advtest,advtest,scene-0035_frame39::car4|pedestrian2|ego,scene-0035_frame39,car4|pedestrian2|ego,converge,180,154,"Identify the pedestrian located to the front of car1 and to the back right of car4, and to the front of pedestrian1, and to the back of ego.",pedestrian2,"The pedestrian is located to the front of car1 and to the back right of car4, and to the front of pedestrian1, and to the back of ego.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_028,shared_l2_random,random,scene-0035_frame39::car4|pedestrian2|ego,scene-0035_frame39,car4|pedestrian2|ego,converge,188,154,"Identify the pedestrian located to the front of car1 and to the back right of car4, and to the front of pedestrian1, and to the back of ego.",pedestrian2,"The pedestrian is located to the front of car1 and to the back right of car4, and to the front of pedestrian1, and to the back of ego.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_029,shared_l2_advtest,advtest,scene-0092_frame39::barrier41|barrier37|barrier5,scene-0092_frame39,barrier41|barrier37|barrier5,converge,376,30,"What barrier is positioned to the front of barrier25 and also to the front left of pedestrian1, and to the back right of barrier41, and to the back of barrier5?",barrier37,"A barrier is positioned to the front of barrier25 and also to the front left of pedestrian1, and to the back right of barrier41, and to the back of barrier5.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_029,shared_l2_random,random,scene-0092_frame39::barrier41|barrier37|barrier5,scene-0092_frame39,barrier41|barrier37|barrier5,converge,383,188,"What barrier is to the back of barrier8 and to the front left of pedestrian3, and to the back right of barrier41, and to the back of barrier5?",barrier37,"The barrier is to the back of barrier8 and to the front left of pedestrian3, and to the back right of barrier41, and to the back of barrier5.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_030,shared_l2_advtest,advtest,scene-0036_frame17::barrier25|barrier28|pedestrian8,scene-0036_frame17,barrier25|barrier28|pedestrian8,converge,221,57,"What barrier is to the front of barrier3 and to the back right of pedestrian8, and to the front right of ego, and to the front of barrier25?",barrier28,"The barrier in front of barrier3, to the back right of pedestrian8, and to the front right of ego is a traffic barrier.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
shared_l2_030,shared_l2_random,random,scene-0036_frame17::barrier25|barrier28|pedestrian8,scene-0036_frame17,barrier25|barrier28|pedestrian8,converge,242,57,"What barrier is to the front of barrier3 and to the back right of pedestrian8, and to the front right of ego, and to the front of barrier25?",barrier28,"The barrier in front of barrier3, to the back right of pedestrian8, and to the front right of ego is a traffic barrier.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
